name,dice_class_1,hd95_class_1,assd_class_1,iou_class_1,precision_class_1,recall_class_1,dice_class_2,hd95_class_2,assd_class_2,iou_class_2,precision_class_2,recall_class_2,dice_class_3,hd95_class_3,assd_class_3,iou_class_3,precision_class_3,recall_class_3,dice_avg,hd95_avg,assd_avg,iou_avg,precision_avg,recall_avg
ahn_05.nii.gz,0.4328722655773163,5.753201961517334,1.0425208806991577,0.2762201428413391,0.7409470677375793,0.3057471215724945,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.14429075519243875,1.9177339871724446,0.34750696023305255,0.09207338094711304,,
ahn_09.nii.gz,0.5436893105506897,4.582575798034668,0.06260648369789124,0.3733333349227905,0.9767441749572754,0.3766816258430481,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.18122977018356323,1.527525266011556,0.020868827899297077,0.1244444449742635,,
ahn_11.nii.gz,0.40764331817626953,32.514461517333984,16.89283561706543,0.25600001215934753,0.4266666769981384,0.39024388790130615,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.1358811060587565,10.838153839111328,5.630945205688477,0.08533333738644917,,
ahn_12.nii.gz,0.5619499087333679,2.2360680103302,0.23995500802993774,0.39077213406562805,0.9336332678794861,0.4019370377063751,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.18731663624445596,0.7453560034434,0.07998500267664592,0.130257378021876,,
ahn_16.nii.gz,0.4171322286128998,60.36623001098633,17.913619995117188,0.2635294198989868,0.3414634168148041,0.5358851552009583,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.13904407620429993,20.122076670328777,5.9712066650390625,0.08784313996632893,,
ahn_21.nii.gz,0.567415714263916,2.2360680103302,0.7470676302909851,0.3960784375667572,0.9395349025726318,0.4064386188983917,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.18913857142130533,0.7453560034434,0.24902254343032837,0.13202614585558572,,
ahn_29.nii.gz,0.5719844102859497,2.2360680103302,0.2942515015602112,0.4005449712276459,0.9264705777168274,0.4136960506439209,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.19066147009531656,0.7453560034434,0.09808383385340373,0.1335149904092153,,
ahn_39.nii.gz,0.3573407232761383,81.4923324584961,24.60772705078125,0.21753793954849243,0.25,0.6262136101722717,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.11911357442537944,27.1641108194987,8.20257568359375,0.07251264651616414,,
ahn_48.nii.gz,0.4656769633293152,5.0,0.522379457950592,0.303506463766098,0.9727115035057068,0.3061128854751587,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.15522565444310507,1.6666666666666667,0.17412648598353067,0.10116882125536601,,
ahn_54.nii.gz,0.4888416528701782,3.0,0.37533038854599,0.3234880566596985,0.8614231944084167,0.34124627709388733,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.16294721762339273,1.0,0.12511012951533,0.10782935221989949,,
