name,dice_class_1,hd95_class_1,assd_class_1,iou_class_1,precision_class_1,recall_class_1,dice_class_2,hd95_class_2,assd_class_2,iou_class_2,precision_class_2,recall_class_2,dice_class_3,hd95_class_3,assd_class_3,iou_class_3,precision_class_3,recall_class_3,dice_avg,hd95_avg,assd_avg,iou_avg,precision_avg,recall_avg
CAD_118.nii.gz,0.636974216,3.28574419,0.736705422,0.467323661,0.92079711,0.486895442,0,0,0,0,,,0,0,0,0,,,0.212324739,1.095248063,0.245568474,0.155774554,,
CAD_119.nii.gz,0.482827276,25.44003296,3.973251104,0.318241477,0.642384112,0.386762351,0,0,0,0,,,0,0,0,0,,,0.160942425,8.480010986,1.324417035,0.106080492,,
CAD_120.nii.gz,0.398921847,47.86015701,26.58548164,0.249158248,0.375634521,0.425287366,0,0,0,0,,,0,0,0,0,,,0.132973949,15.95338567,8.861827215,0.083052749,,
CAD_124.nii.gz,0,13.29448509,7.904777527,0,0,0,0,0,0,0,,,0,0,0,0,,,0,4.431495031,2.634925842,0,,
CAD_127.nii.gz,0.505928874,33.50814819,11.3950901,0.338624328,0.621359229,0.426666677,0,0,0,0,,,0,0,0,0,,,0.168642958,11.16938273,3.798363368,0.112874776,,
CAD_128.nii.gz,0.349563748,7,0.870026946,0.211800814,0.893525183,0.217284814,0,0,0,0,,,0,0,0,0,,,0.116521249,2.333333333,0.290008982,0.070600271,,
CAD_135.nii.gz,0.712001801,2.438808203,0.511112571,0.552797198,0.92186588,0.579970658,0,0,0,0,,,0,0,0,0,,,0.237333934,0.812936068,0.170370857,0.184265733,,
CAD_137.nii.gz,0.10619469,86.97413635,68.77891541,0.056074765,0.057142857,0.75,0,0,0,0,,,0,0,0,0,,,0.03539823,28.99137878,22.92630514,0.018691588,,
CAD_138.nii.gz,0.708006799,30.08321762,5.612589359,0.547995806,0.814901948,0.625903606,0,0,0,0,,,0,0,0,0,,,0.236002266,10.02773921,1.87086312,0.182665269,,
CAD_139.nii.gz,0.756512105,1.414213538,0.373742491,0.608379185,0.96584487,0.62175566,0,0,0,0,,,0,0,0,0,,,0.252170702,0.471404513,0.12458083,0.202793062,,
CAD_141.nii.gz,0.392195135,45.19678116,12.22740459,0.243932039,0.490243912,0.326829255,0,0,0,0,,,0,0,0,0,,,0.130731712,15.06559372,4.075801531,0.08131068,,
CAD_142.nii.gz,0.380905032,5.099019527,0.699778855,0.235257983,0.940701783,0.238799319,0,0,0,0,,,0,0,0,0,,,0.126968344,1.699673176,0.233259618,0.078419328,,
CAD_145.nii.gz,0.588453233,6.557438374,1.404353976,0.416885376,0.694606423,0.510444582,0,0,0,0,,,0,0,0,0,,,0.196151078,2.185812791,0.468117992,0.138961792,,
CAD_146.nii.gz,0.547553122,33.006073,5.217130184,0.376986653,0.594784379,0.507271171,0,0,0,0,,,0,0,0,0,,,0.182517707,11.00202433,1.739043395,0.125662218,,
