name,dice_class_1,hd95_class_1,assd_class_1,iou_class_1,precision_class_1,recall_class_1,dice_class_2,hd95_class_2,assd_class_2,iou_class_2,precision_class_2,recall_class_2,dice_class_3,hd95_class_3,assd_class_3,iou_class_3,precision_class_3,recall_class_3,dice_avg,hd95_avg,assd_avg,iou_avg,precision_avg,recall_avg
ahn_05.nii.gz,0.494915246963501,9.949873924255371,2.775331497192383,0.3288288414478302,0.4866666793823242,0.5034482479095459,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.16497174898783365,3.316624641418457,0.9251104990641276,0.1096096138159434,,
ahn_09.nii.gz,0.6763880848884583,3.0,0.6635976433753967,0.5110169649124146,0.6767676472663879,0.676008939743042,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.22546269496281943,1.0,0.22119921445846558,0.17033898830413818,,
ahn_11.nii.gz,0.03638860210776329,58.80687713623047,22.675582885742188,0.018531467765569687,0.01872129924595356,0.6463414430618286,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.012129534035921097,19.60229237874349,7.5585276285807295,0.006177155921856563,,
ahn_12.nii.gz,0.6328314542770386,3.316624879837036,0.8300984501838684,0.46287745237350464,0.6346809267997742,0.6309927105903625,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.2109438180923462,1.1055416266123455,0.2766994833946228,0.15429248412450156,,
ahn_16.nii.gz,0.10446503758430481,64.38167572021484,26.168304443359375,0.0551111102104187,0.05548926070332527,0.8899521827697754,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.03482167919476827,21.46055857340495,8.722768147786459,0.018370370070139568,,
ahn_21.nii.gz,0.36739131808280945,27.73084831237793,6.902715682983398,0.22503328323364258,0.2516753673553467,0.6800804734230042,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.12246377269426982,9.243616104125977,2.300905227661133,0.07501109441121419,,
ahn_29.nii.gz,0.6166902184486389,7.071067810058594,1.3454136848449707,0.4458077847957611,0.4948921799659729,0.8180112838745117,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.2055634061495463,2.3570226033528647,0.4484712282816569,0.14860259493192038,,
ahn_39.nii.gz,0.19188667833805084,89.22331237792969,40.77894973754883,0.1061253547668457,0.11061618477106094,0.7233009934425354,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.06396222611268361,29.741104125976562,13.59298324584961,0.035375118255615234,,
ahn_48.nii.gz,0.706853449344635,2.2360680103302,0.5682505369186401,0.5466151237487793,0.8248463869094849,0.6183933019638062,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.23561781644821167,0.7453560034434,0.18941684563954672,0.1822050412495931,,
ahn_54.nii.gz,0.5118240714073181,6.7082037925720215,1.76100754737854,0.3439271152019501,0.43089017271995544,0.6301928758621216,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.17060802380243936,2.2360679308573403,0.5870025157928467,0.11464237173398335,,
